seed,episode,effect_type,change_type,oid,action,family,family_signal_ambiguous,has_dev_features,fallback_activated,fallback_used,soft_prior,positive_prior_evidence,ground_truth_outcome,is_violation,is_nonviolation,classification,rationale
113,2,trajectory,fb_avoided,test_apple_003,mine_by_hand,stone-like,True,False,True,True,0.85,True,1,False,True,harmful,trajectory: FB avoided non-violation B correctly probed
113,2,trajectory,fb_avoided,test_stone_block_013,mine_by_hand,stone-like,False,False,True,True,0.85,True,0,True,False,helpful,trajectory: FB avoided violation B would have committed
113,2,trajectory,fb_added,test_wooden_pickaxe_002,mine_with_pickaxe,stone-like,True,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,2,trajectory,fb_added,test_apple_003,mine_with_pickaxe,stone-like,True,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,2,trajectory,fb_added,test_stone_block_013,mine_with_pickaxe,stone-like,False,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,3,trajectory,fb_avoided,test_stone_block_005,mine_by_hand,stone-like,True,False,True,True,0.85,True,1,False,True,harmful,trajectory: FB avoided non-violation B correctly probed
113,3,trajectory,fb_added,test_stone_block_005,mine_with_pickaxe,stone-like,True,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,4,trajectory,fb_avoided,test_stone_block_005,mine_by_hand,stone-like,True,False,True,True,0.85,True,1,False,True,harmful,trajectory: FB avoided non-violation B correctly probed
113,4,trajectory,fb_avoided,test_apple_003,mine_by_hand,stone-like,True,False,True,True,0.85,True,1,False,True,harmful,trajectory: FB avoided non-violation B correctly probed
113,4,trajectory,fb_avoided,test_apple_010,eat,apple-like,False,False,True,True,0.85,True,1,False,True,harmful,trajectory: FB avoided non-violation B correctly probed
113,4,trajectory,fb_added,test_stone_block_005,mine_with_pickaxe,stone-like,True,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,4,trajectory,fb_added,test_apple_003,mine_with_pickaxe,stone-like,True,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
113,4,trajectory,fb_added,test_stone_block_013,mine_with_pickaxe,stone-like,False,False,True,True,0.85,True,1,False,True,helpful,trajectory: FB probed non-violation B missed
